Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Returns,LogReturns,RealizedVol,ParkinsonVol,GarmanKlassVol,SMA_20,SMA_50,RSI
2025-04-07,487.74808166979307,521.6279038372442,480.37984959166755,502.893310546875,256611400,0.0,0.0,0.0,,,,,,,,
2025-04-08,520.321766684984,523.432565399183,487.71817046987917,495.0166015625,165816600,0.0,0.0,0.0,-0.01566278337607918,-0.015786740816997092,,,,,,
2025-04-09,491.98558084417215,547.0029296875,491.5967157695939,547.0029296875,241867300,0.0,0.0,0.0,0.10501936290804648,0.0998628578098975,,,,,,
2025-04-10,530.6013458963056,531.9274425958545,507.8187234468108,523.0337524414062,162331200,0.0,0.0,0.0,-0.04381910213860685,-0.04480816012689667,,,,,,
2025-04-11,521.4683746979002,534.8488005902628,518.5370382681921,532.3661499023438,97866300,0.0,0.0,0.0,0.017842820692500094,0.017685506101808496,,,,,,
2025-04-14,542.4463448071801,542.6757082402244,532.2863784402284,537.5308837890625,68034000,0.0,0.0,0.0,0.009701469350871017,0.009654712262170089,,,,,,
2025-04-15,538.079255112781,541.6287592452915,535.2276998357879,536.0253295898438,56892900,0.0,0.0,0.0,-0.0028008701353233745,-0.002804799911658227,,,,,,
2025-04-16,530.1128095536914,536.3045268284891,518.7563681804631,524.1105346679688,83484800,0.0,0.0,0.0,-0.0222280445795201,-0.022478810553387896,,,,,,
2025-04-17,526.0847532599682,529.604316656272,522.3657063534529,524.8583374023438,79868100,0.0,0.0,0.0,0.0014268034792483952,0.0014257865623429928,,,,,,
2025-04-21,519.6238052831814,520.1622525299349,506.96125797993665,512.3652954101562,69368100,0.0,0.0,0.0,-0.023802693225792537,-0.0240905544202062,,,,,,
2025-04-22,518.6068942866489,527.7398682752878,517.6596822546041,525.6959228515625,75948100,0.0,0.0,0.0,0.02601781885077692,0.02568511389872013,,,,,,
2025-04-23,538.8370393033936,543.8223014706125,532.306358035387,533.841796875,90590700,0.0,0.0,0.0,0.015495410311062274,0.01537658239348734,,,,,,
2025-04-24,535.137968583152,545.8164223668259,533.8717533370633,545.07861328125,64150400,0.0,0.0,0.0,0.021048963329638015,0.020830494281085556,,,,,,
2025-04-25,545.0387382920208,549.4257324957449,542.0874411745963,549.0169677734375,61119600,0.0,0.0,0.0,0.007225296308140727,0.007199318909320481,,,,,,64.26720677736216
2025-04-28,549.7647656303432,551.9183721484593,543.4135463851055,549.226318359375,47613800,0.0,0.0,0.0,0.0003813189723198551,0.0003812462887170337,,,,,,64.313426171743
2025-04-29,547.2920086038646,553.8127702769649,546.9330843434874,552.6860961914062,47775100,0.0,0.0,0.0,0.006299366429427744,0.006279608352885647,,,,,,68.31537766984607
2025-04-30,545.9560300157574,554.8796618213433,539.9238747243568,552.9054565429688,93101500,0.0,0.0,0.0,0.00039689862486880223,0.0003968198814443398,,,,,,52.79296743006101
2025-05-01,558.7182765361568,562.4073827721945,556.2156651498251,556.8238525390625,63186100,0.0,0.0,0.0,0.007086918658016916,0.007061924468366035,,,,,,69.73331612899547
2025-05-02,563.0653709624233,566.7046364907385,560.7223222120272,565.0894165039062,60717300,0.0,0.0,0.0,0.014844126966101712,0.014735031209223506,,,,,,69.35141792057566
2025-05-05,560.9117673476358,564.9797581165675,560.0443366413908,561.8489990234375,38659200,0.0,0.0,0.0,-0.005734344664454216,-0.005750849143978881,,0.37970115016604433,0.3445737223257696,536.3708282470703,,64.7158243089515
2025-05-06,556.2854623092777,561.6894695117311,555.3183506499339,557.1528930664062,48264700,0.0,0.0,0.0,-0.008358306173355534,-0.008393432683426724,0.459133651958164,0.3375282401623288,0.28519885146472845,539.0838073730469,,62.30976362966514
2025-05-07,558.4989192920236,562.1580845152806,554.4009877287364,559.4959716796875,55588000,0.0,0.0,0.0,0.004205449962551011,0.004196631772184593,0.4523428459001055,0.303489837436626,0.2513431040806573,542.3077758789062,,73.20521841735972
2025-05-08,563.5739323580718,568.6289957190513,560.0443884974118,563.3944702148438,65130800,0.0,0.0,0.0,0.006967875967815118,0.006943712500491011,0.26370543875296304,0.20328941961230915,0.21787960290938915,543.1273529052735,,74.2685338081137
2025-05-09,564.8102205798259,565.8272334952061,561.1012148853195,562.6765747070312,37603400,0.0,0.0,0.0,-0.0012742324352930101,-0.0012750449597459374,0.20267743438988015,0.17852043220815686,0.1878721246567639,545.1094940185546,,87.20141386132894
2025-05-12,579.7560672258437,581.2815867067962,575.3391321114739,581.2716064453125,78993600,0.0,0.0,0.0,0.033047460253633476,0.03251313318049045,0.22289052348369562,0.16730165789026769,0.17879177476765434,547.5547668457032,,88.1258478905321
2025-05-13,581.6903470478828,587.343678293745,581.1220807001266,585.1102905273438,67947200,0.0,0.0,0.0,0.006603942183768696,0.00658223168840516,0.22220142997496556,0.16372883405403685,0.17482268773807713,549.9337371826172,,87.38005875908154
2025-05-14,586.0774155967079,587.2439499583633,583.8140869943453,585.8580932617188,66283500,0.0,0.0,0.0,0.0012780543198120942,0.0012772383035912702,0.22093032782817146,0.16223673518429713,0.17308733489750994,552.4253753662109,,85.10127464093918
2025-05-15,583.8340232035316,589.2280501171933,583.3753571741278,588.7196044921875,71268100,0.0,0.0,0.0,0.004884307758791007,0.004872418226688665,0.19701846507764212,0.14745852997039174,0.15462099383154432,555.6558288574219,,84.81986476475147
2025-05-16,589.5072306166389,592.7476509117832,587.5430666021017,592.4485473632812,76052100,0.0,0.0,0.0,0.006333987933543117,0.006314012536880447,0.19630881877392334,0.14572837970383104,0.15202101555058564,559.0353393554688,,85.70251708863503
2025-05-19,586.3665146930052,593.784587269064,586.3665146930052,593.0966186523438,68168500,0.0,0.0,0.0,0.0010938861981293346,0.0010932883405744703,0.1629959140350453,0.13766608935886862,0.1423805993169804,563.0719055175781,,85.00603802155922
2025-05-20,591.341882776371,592.2990142108393,587.8621184990102,591.1025390625,60614500,0.0,0.0,0.0,-0.003362149651729207,-0.0033678143775373102,0.15142008732351256,0.13235808757217277,0.13849788381873113,566.342236328125,,82.10158286577803
2025-05-21,586.7055374013049,590.8333490882792,580.1050551487234,581.1419677734375,95197700,0.0,0.0,0.0,-0.016850834890440813,-0.016994425576383216,0.1670268340422241,0.130241484748693,0.13561519011683226,568.7072448730469,,68.55317738087034
2025-05-22,580.942551785946,584.8909013825514,579.6962362276395,581.371337890625,70860400,0.0,0.0,0.0,0.00039468861295000046,0.0003946107438880852,0.15524139658659028,0.12288007046739101,0.13211567473681726,570.5218811035156,,64.15817748155413
2025-05-23,574.2822361785879,580.0950688548037,573.9033513887334,577.4030151367188,76029000,0.0,0.0,0.0,-0.006825797034137326,-0.006849199340437993,0.1584755638727105,0.12166007180291834,0.1309787565527847,571.9411834716797,,63.35613889625547
2025-05-27,584.3425491795706,589.5670943925401,576.725053693289,589.4075927734375,72588500,0.0,0.0,0.0,0.02079063898527833,0.020577463293298785,0.17081467757430627,0.1261320992822537,0.13540220121122515,573.9502471923828,,74.60821849426635
2025-05-28,589.8163475692377,591.0228029471133,585.2598105493923,585.9976196289062,68445500,0.0,0.0,0.0,-0.005785424528526595,-0.005802224926641687,0.17363642785308592,0.12504217780297494,0.1349706535876783,575.6158233642578,,69.89513658452992
2025-05-29,591.3119286527991,591.4515306022613,584.342541704147,588.310791015625,69973300,0.0,0.0,0.0,0.00394740747954514,0.003939636908999939,0.17339123051543243,0.1136106013745018,0.12283202095362357,577.3860900878906,,69.16109288386349
2025-05-30,587.194104951146,589.3876325602934,581.5208739520402,587.6527709960938,90601200,0.0,0.0,0.0,-0.0011184904808482221,-0.0011191164581360535,0.17337555947887404,0.11476487331123934,0.12452438767686566,578.9275360107422,,69.22484247477624
2025-06-02,586.0275300945058,591.0426720366128,583.3354764354921,590.9629516601562,61630500,0.0,0.0,0.0,0.00563288531499917,0.005617079941971519,0.16785135871207302,0.11594011225185014,0.12491006285701862,580.2212127685547,,59.755089101514166
2025-06-03,590.5940612123461,595.3200799781005,590.1054544048488,594.3330078125,63606200,0.0,0.0,0.0,0.005702652159287558,0.005686453592480352,0.16548929391477055,0.11594837789377718,0.1241970083440143,581.8454132080078,,59.371794251577526
2025-06-04,595.2004551527299,596.1875273458553,593.7347563998676,594.1734619140625,57314200,0.0,0.0,0.0,-0.000268445293026387,-0.00026848133091367276,0.16063244311499622,0.11370960201217732,0.12128243996319917,583.6964416503906,,58.5520212019369
2025-06-05,595.8684581600321,597.2344151426059,589.3078360260068,591.3019409179688,92278700,0.0,0.0,0.0,-0.004832799140579991,-0.004844514876118771,0.16311889530932408,0.11341845801967808,0.11977134087746216,585.2867401123046,,52.655282134317396
2025-06-06,596.8953968767723,599.0590445233215,595.1007146259882,597.3740234375,66588700,0.0,0.0,0.0,0.010269004884551292,0.010216636860428199,0.164646515008816,0.1095985439927966,0.11472379248181126,586.9857177734375,,54.831783590891945
2025-06-09,597.9522747414663,599.477794222525,596.7259196839311,597.9124145507812,53016400,0.0,0.0,0.0,0.0009012630147242628,0.0009008571210730573,0.16408055929915977,0.1085741255667153,0.11367239021410458,588.747509765625,,54.734377550138724
2025-06-10,598.4507520987654,601.6911723434343,597.3241388928317,601.3023681640625,66247000,0.0,0.0,0.0,0.0056696491505836555,0.005653637182822756,0.1208798034159659,0.1074692319689283,0.11186457064284387,589.7490478515625,,59.75953036705841
2025-06-11,602.4091389302424,603.2765697174132,597.5036577794746,599.5874633789062,73658200,0.0,0.0,0.0,-0.0028519840864627,-0.0028560587421569386,0.12047505682170456,0.10702531741785806,0.11154216588868518,590.4729064941406,,70.95599401437605
2025-06-12,598.2414316391353,601.9703979492188,597.7528856906831,601.9703979492188,64129000,0.0,0.0,0.0,0.003974290184260543,0.003966413555468063,0.12086287651296801,0.10734584105276877,0.11112899318877412,591.2785217285157,,72.31091631464477
2025-06-13,596.73587404184,600.0759753105004,593.7247562563699,595.2402954101562,89506000,0.0,0.0,0.0,-0.011180122082398825,-0.01124308940876711,0.12793857086666913,0.10763268085643132,0.11288264398602171,591.6045562744141,,68.22905361068072
2025-06-16,598.6303165073551,602.6683667667999,598.4507935133779,600.903564453125,79984100,0.0,0.0,0.0,0.00951425682474416,0.009469281330510428,0.1303110974534445,0.10703018817632193,0.11231136699558956,592.0273071289063,,63.49796043560394
2025-06-17,598.4408921774705,599.9763310919831,595.0010489432416,595.768798828125,82209400,0.0,0.0,0.0,-0.008545074332639513,-0.008581792804663618,0.13439250399645308,0.10513012994837377,0.1122116199482467,592.1609161376953,566.7971911621094,61.02620403136825
2025-06-18,596.6760685598517,599.4478427165867,594.711843595377,595.6790161132812,76605000,0.0,0.0,0.0,-0.00015070059899136012,-0.0001507119554675945,0.13372671585698953,0.10526789877573803,0.11233350006959957,592.3897399902344,568.6529052734375,58.753874021252194
2025-06-20,598.3800048828125,599.4600219726562,592.8599853515625,594.280029296875,94051400,1.761,0.0,0.0,-0.00234855816398305,-0.002351320352328659,0.11785208439838696,0.10055997977407907,0.10717859473632077,593.0466430664062,570.638173828125,57.7373376905635
2025-06-23,595.0399780273438,600.5399780273438,591.8900146484375,600.1500244140625,87426000,0.0,0.0,0.0,0.00987749011881256,0.009829026584035939,0.12179305439318501,0.10347567608474481,0.10935590520365597,593.9855773925781,571.7011157226563,60.120977556753616
2025-06-24,604.3300170898438,607.8499755859375,603.4099731445312,606.780029296875,67735300,0.0,0.0,0.0,0.011047245877038092,0.010986670773378289,0.12188117550048941,0.10211832099039016,0.10786627316848851,595.4544281005859,573.3760412597657,62.79340543524629
2025-06-25,607.9099731445312,608.6099853515625,605.5399780273438,607.1199951171875,62114800,0.0,0.0,0.0,0.0005602785258216336,0.0005601216284098168,0.10100959193794683,0.09132502393645163,0.09536782373331681,596.3400482177734,574.8711181640625,63.25764772943189
2025-06-26,608.989990234375,612.3099975585938,608.3699951171875,611.8699951171875,78548400,0.0,0.0,0.0,0.007823824018649228,0.007793376614487851,0.0995302721048681,0.08996277952830127,0.09407273287624743,597.6336669921875,576.357900390625,70.28202125060037
2025-06-27,612.8800048828125,616.3900146484375,610.8300170898438,614.9099731445312,86258400,0.0,0.0,0.0,0.004968339764334306,0.004956038292762487,0.09983606390311622,0.08832840097249581,0.09229581732443627,598.9636260986329,577.9355932617187,68.39189578465576
2025-06-30,617.3800048828125,619.219970703125,615.0399780273438,617.8499755859375,92502500,0.0,0.0,0.0,0.004781191670012452,0.004769798075326805,0.09940532221889718,0.08479297779616274,0.0875795372101842,600.473486328125,579.8103820800782,69.9078402238845
2025-07-01,616.3599853515625,618.8300170898438,615.52001953125,617.6500244140625,70030100,0.0,0.0,0.0,-0.00032362414789344207,-0.0003236765254887332,0.09918548331266189,0.08085551033663389,0.08418459909075689,601.8078399658203,581.6662158203125,67.43391333553774
2025-07-02,617.239990234375,620.489990234375,616.6099853515625,620.4500122070312,66510400,0.0,0.0,0.0,0.004533291803274775,0.004523047384945118,0.09872817972449474,0.07977886024520536,0.08312749538311953,603.1136901855468,583.82791015625,71.74553653223671
2025-07-03,622.4500122070312,626.280029296875,622.4299926757812,625.3400268554688,51065800,0.0,0.0,0.0,0.00788139987465386,0.007850503872320804,0.10028352593695157,0.08037558196989951,0.08338309913776182,604.6720184326172,585.8207922363281,73.14887812994249
2025-07-07,623.3599853515625,624.030029296875,617.8699951171875,620.6799926757812,74814500,0.0,0.0,0.0,-0.007452000479036269,-0.007479905352460058,0.1032382686990805,0.07807824931822993,0.08152187402218293,606.1409210205078,587.5575561523438,76.27702068854211
2025-07-08,621.3499755859375,622.1099853515625,619.52001953125,620.3400268554688,59024600,0.0,0.0,0.0,-0.0005477312372305088,-0.0005478812967819988,0.09943915146695338,0.07730185199921319,0.08042900523992627,607.2892211914062,589.0627844238281,72.55676964465582
2025-07-09,622.77001953125,624.719970703125,620.9099731445312,624.0599975585938,66113300,0.0,0.0,0.0,0.005996663994070728,0.005978755562775531,0.10039617306591236,0.07777813865628208,0.08093455161687059,608.5966003417968,590.5636450195312,83.94783059591416
2025-07-10,624.2000122070312,626.8699951171875,623.010009765625,625.8200073242188,57529000,0.0,0.0,0.0,0.002820257303000284,0.002816287838894747,0.0995817494906351,0.07734125981864687,0.08083157792441503,609.8224822998047,592.0955187988282,84.77362603934293
2025-07-11,622.739990234375,624.8599853515625,621.530029296875,623.6199951171875,63670200,0.0,0.0,0.0,-0.0035154072757080934,-0.00352160083939128,0.100038941324096,0.07544046152068627,0.07892235419146938,611.0241088867188,593.5141967773437,83.23520301774919
2025-07-14,623.1599731445312,625.1599731445312,621.7999877929688,624.8099975585938,51898500,0.0,0.0,0.0,0.0019082172648787754,0.001906398931130222,0.0997626842590505,0.07482379068042842,0.07908338333080174,612.1660888671875,594.9522875976562,81.2468774699889
2025-07-15,627.52001953125,627.8599853515625,622.0599975585938,622.1400146484375,74317300,0.0,0.0,0.0,-0.004273271747553764,-0.0042824282681121675,0.09033510869950234,0.07399659509676039,0.07585061834605546,613.5110748291015,596.2586108398438,71.63385657548613
2025-07-16,623.739990234375,624.72998046875,618.0499877929688,624.219970703125,88987500,0.0,0.0,0.0,0.0033432282214846953,0.0033376520588141207,0.08629893772427905,0.07600365631224101,0.0789792149112038,614.6768951416016,597.4412219238282,72.95923217370496
2025-07-17,624.4000244140625,628.4000244140625,624.1799926757812,628.0399780273438,68885700,0.0,0.0,0.0,0.006119649327969823,0.006101000318943925,0.07801636885495318,0.07528463296130815,0.07758828609340564,616.2904541015625,598.7650415039062,72.26664604698934
2025-07-18,629.2999877929688,629.469970703125,626.4600219726562,627.5800170898438,65621600,0.0,0.0,0.0,-0.0007323752525193461,-0.0007326435702887922,0.07832029940313538,0.07406930347330855,0.0757988434374261,617.8855041503906,600.173583984375,68.78164413803087
2025-07-21,628.77001953125,631.5399780273438,628.3400268554688,628.77001953125,63375000,0.0,0.0,0.0,0.0018961764380651669,0.00189438096485408,0.07616603039720445,0.07103887070653002,0.073252550893681,619.6100036621094,601.5590649414063,67.07331503670142
2025-07-22,629.0999755859375,629.72998046875,626.1900024414062,628.8599853515625,60046300,0.0,0.0,0.0,0.00014308223598114012,0.00014307200069432695,0.07195062223285828,0.06507193184402695,0.06778812364940805,621.0455017089844,602.8683752441407,67.58708125541025
2025-07-23,631.5499877929688,634.2100219726562,629.72998046875,634.2100219726562,70511000,0.0,0.0,0.0,0.008507516372031176,0.00847153140570549,0.0683532127407589,0.0649498562873895,0.06757895709689007,622.4170013427735,604.2990441894531,69.98843840435794
2025-07-24,634.5999755859375,636.1500244140625,633.989990234375,634.4199829101562,71307100,0.0,0.0,0.0,0.0003310590028946514,0.00033100421495464624,0.06843191631155718,0.0644580244668695,0.06698149380915391,623.7820007324219,605.36201171875,65.26562929700488
2025-07-25,635.0900268554688,637.5800170898438,634.8400268554688,637.0999755859375,56865400,0.0,0.0,0.0,0.004224319453948855,0.004215422064666547,0.06565216408953219,0.06363762179482516,0.06633687683529593,625.0434997558593,606.4018054199219,79.57508184610514
2025-07-28,637.47998046875,638.0399780273438,635.5399780273438,636.9400024414062,54917100,0.0,0.0,0.0,-0.0002510958258695739,-0.00025112735570457557,0.06516679500993373,0.061210011434926055,0.06348343548790791,626.1450012207031,607.4234436035156,80.09440810148097
2025-07-29,638.3499755859375,638.6699829101562,634.3400268554688,635.260009765625,60556300,0.0,0.0,0.0,-0.002637599568784843,-0.0026410841631859436,0.06593573200364126,0.06122484054931585,0.06261694478047622,627.0155029296875,608.3542517089844,71.92653753778872
2025-07-30,635.9199829101562,637.6799926757812,631.5399780273438,634.4600219726562,80418900,0.0,0.0,0.0,-0.0012593076546151272,-0.0012601012488224184,0.06634227767813616,0.06358604385315175,0.06576466945928,627.8560028076172,609.1944812011719,67.57541294609601
2025-07-31,639.4600219726562,639.8499755859375,630.77001953125,632.0800170898438,103385200,0.0,0.0,0.0,-0.003751229077306739,-0.0037582825821688677,0.06757899314256678,0.06922923332477768,0.06956379850602884,628.4375030517579,609.9741491699219,67.08417043619735
2025-08-01,626.2999877929688,626.3400268554688,619.2899780273438,621.719970703125,139951500,0.0,0.0,0.0,-0.01639040328219421,-0.016526211959548707,0.08671284009526077,0.07212628427845955,0.07245041452758119,628.2565002441406,610.5864978027344,45.44645057536602
